target,version,patch,code,state,class
US-101,1.43,,ca_or_sl_101,oregon,border
US-199,1.43,,ca_or_sl_199,oregon,border
US-395,1.43,,ca_or_sl_395,oregon,border

I-5 @ I-405,1.43,,or_i5xi405s,oregon,junction
I-82 @ I-84,1.43,,or_i82i84,oregon,junction
US-20 @ US-395,1.43,,or_us20us395,oregon,junction
US-97 @ OR 58,1.43,,or_us97nor58,oregon,junction

# SOUTH DAKOTA ----------------------------------------------------------------------------------------
Aberdeen,1.59,0.317,sd_aberdeen,southdakota,city
Badlands Lodge,1.60,0.71,sd_badl_lodg,southdakota,city
Badlands Pinnacles East,1.59,0.317,sd_badl_pin,southdakota,city
Belle Fourche,1.44,,sd_bellefour,southdakota,city
Bison,1.59,0.317,sd_bison,southdakota,city
Brookings,1.59,0.317,sd_brookings,southdakota,city
Buffalo,1.59,0.317,sd_buffalo,southdakota,city
Carter,1.60,0.71,sd_carter,southdakota,city
Coal Springs,1.59,0.317,sd_coalspgs,southdakota,city
Deadwood,1.59,0.317,sd_dead,southdakota,city
Faith,1.59,0.317,sd_faith,southdakota,city
Fort Randall Dam,1.60,0.71,sd_ft_rn_dam,southdakota,city
Hill City,1.60,0.71,sd_hill_city,southdakota,city
Hot Springs,1.59,0.317,sd_hotspgs,southdakota,city
Howes,1.60,0.71,sd_howes,southdakota,city
Huron,1.59,0.317,sd_huron,southdakota,city
Interior,1.60,0.71,sd_interior,southdakota,city
Keystone,1.60,0.71,sd_keystone,southdakota,city
Lemmon,1.59,0.317,sd_lemmon,southdakota,city
Martin,1.59,0.317,sd_martin,southdakota,city
Maverick Junction,1.60,0.71,sd_maverickj,southdakota,city
Mission,1.59,0.317,sd_mission,southdakota,city
Mitchell,1.59,0.317,sd_mitchell,southdakota,city
Mobridge,1.59,0.317,sd_mobridge,southdakota,city
Mount Rushmore,1.60,0.71,sd_rushmore,southdakota,city
Murdo,1.59,0.317,sd_murdo,southdakota,city
Pierre,1.59,0.317,sd_pierre,southdakota,city
Rapid City,1.59,0.317,sd_rapidcty,southdakota,city
Redfield,1.59,0.317,sd_redfield,southdakota,city
Reva Gap,1.59,0.317,sd_reva,southdakota,city
Selby,1.59,0.317,sd_selby,southdakota,city
Sioux Falls,1.59,0.317,sd_sxfalls,southdakota,city
Spearfish,1.59,0.317,sd_spearfish,southdakota,city
Sturgis,1.59,0.317,sd_sturgis,southdakota,city
Tabor,1.60,0.71,sd_tabor,southdakota,city
Three Forks,1.60,0.71,sd_threefork,southdakota,city
Timber Lake,1.59,0.317,sd_tmbrlake,southdakota,city
Wall,1.59,0.317,sd_wall,southdakota,city
Watertown,1.59,0.317,sd_watertown,southdakota,city
Waubay,1.59,0.317,sd_waubay,southdakota,city
White River,1.59,0.317,sd_whtriver,southdakota,city
Winner,1.59,0.317,sd_winner,southdakota,city
Yankton,1.59,0.317,sd_yankton,southdakota,city

US-81,1.60,0.71,sdne_sl83,southdakota,border

I-29 @ I-90,1.59,0.317,sd_i90xi29,southdakota,junction
I-29 @ US-12,1.59,0.317,sd_i29xus12,southdakota,junction
I-29 @ US-18,1.60,0.71,sd_i29xus18,southdakota,junction
I-29 @ SD 50,1.60,0.71,sd_i29xsd50,southdakota,junction
I-90 @ US-85,1.59,0.317,sd_i90xu85,southdakota,junction
I-90 @ US-281,1.59,0.317,sd_i90xus281,southdakota,junction
US-12 @ US-83,1.59,0.317,sd_us12xus83,southdakota,junction
US-14 @ US-83,1.59,0.317,sd_us14xus83,southdakota,junction
US-14 @ SD 34,1.59,0.317,sd_us14xsd34,southdakota,junction
US-18 @ US-83,1.59,0.317,sd_us18xus83,southdakota,junction
US-18 @ US-385,1.60,0.71,sd_us385xu18,southdakota,junction
US-83 @ US-212,1.59,0.317,sd_us83us212,southdakota,junction
US-85 @ SD 168,1.59,0.317,sd_u85xsd168,southdakota,junction
SD 20 @ SD 73,1.60,0.71,sd_sd20xsd73,southdakota,junction

# TENNESSEE ----------------------------------------------------------------------------------------
Memphis,1.50,0.92,tn_memphis,tennessee,city

# TEXAS ----------------------------------------------------------------------------------------
Abilene,1.45,,tx_abileni20,texas,city
Adrian,1.45,,tx_adrian,texas,city
Alvarado,1.46,,tx_alvarado,texas,city
Amarillo,1.43,,tx_amarillo,texas,city
Anson,1.46,,tx_anson,texas,city
Austin,1.46,,tx_austin,texas,city
Ballinger,1.45,,tx_ballinger,texas,city
Beaumont,1.46,,tx_beaumont,texas,city
Belton,1.46,,tx_belton,texas,city
Big Spring,1.45,,tx_bigspr,texas,city
Bovina,1.45,,tx_bovina,texas,city
Bronson,1.46,,tx_broson,texas,city
Brownsville,1.46,,tx_brownsvil,texas,city
Buna,1.46,,tx_buna,texas,city
Cameron,1.46,,tx_cameron,texas,city
Canadian,1.47,,tx_canadian,texas,city
Canyon,1.45,,tx_canyon,texas,city
Carrizo Springs,1.45,,tx_carrizosp,texas,city
Centerville,1.46,,tx_centervil,texas,city
Chandler,1.46,,tx_chandler,texas,city
Childress,1.46,,tx_childress,texas,city
Comanche,1.46,,tx_comanche,texas,city
Corpus Christi,1.46,,tx_corpuschr,texas,city
Corsicana,1.46,,tx_corsicana,texas,city
Dalhart,1.46,,tx_dalhart,texas,city
Dallas,1.46,,tx_dallas,texas,city
De Kalb,1.48,0.21,tx_dekalb,texas,city
Del Rio,1.45,,tx_delrio,texas,city
Denison,1.48,0.21,tx_denison69,texas,city
Denton,1.46,,tx_denton,texas,city
Dryden,1.45,,tx_dryden,texas,city
Dumas,1.46,,tx_dumas,texas,city
Eagle Pass,1.45,,tx_eaglepass,texas,city
Early,1.46,,tx_early,texas,city
El Campo,1.46,,tx_elcampo,texas,city
El Paso,1.43,,tx_elpaso tx_elpasus54,texas,city
Farwell,1.46,,tx_farwell,texas,city
Fredericksburg,1.45,,tx_frederick,texas,city
Freer,1.46,,tx_freer,texas,city
Fort Stockton,1.45,,tx_ftstockto,texas,city
Fort Worth,1.46,,tx_ftworth,texas,city
Fulton,1.46,,tx_fulton,texas,city
Gainesville,1.46,,tx_gainesvil,texas,city
Galveston,1.46,,tx_galveston,texas,city
Greenville,1.48,0.21,tx_greenvill,texas,city
Guthrie,1.46,,tx_guthrie,texas,city
Harlingen,1.46,,tx_harlingen,texas,city
Houston,1.46,,tx_houston,texas,city
Humble,1.46,,tx_humble,texas,city
Huntington,1.46,,tx_huntingto,texas,city
Huntsville,1.46,,tx_huntsvill tx_huntsvile,texas,city
Jasper,1.46,,tx_jasper,texas,city
Junction,1.45,,tx_junction,texas,city
Killeen,1.46,,tx_killeen,texas,city
Kountze,1.46,,tx_kountze,texas,city
La Grange,1.46,,tx_lagrange,texas,city
Lamesa,1.46,,tx_lamesa,texas,city
Lampasas,1.46,,tx_lampasas,texas,city
La Pryor,1.45,,tx_lapryor,texas,city
Laredo,1.46,,tx_laredo,texas,city
Lariat,1.46,,tx_lariat,texas,city
Lindale,1.46,,tx_lindale,texas,city
Livingston,1.46,,tx_livingsto,texas,city
Lone Star,1.48,0.21,tx_lonestar,texas,city
Longview,1.46,,tx_longvie80,texas,city
Lubbock,1.46,,tx_lubbi27 tx_lubbus62,texas,city
Lufkin,1.46,,tx_lufkin,texas,city
Lumberton,1.46,,tx_lumberton,texas,city
Marathon,1.45,,tx_marathon,texas,city
Marfa,1.45,,tx_marfa,texas,city
Marquez,1.46,,tx_marquez,texas,city
Marshall,1.46,,tx_marshall,texas,city
McAllen,1.46,,tx_mcallen,texas,city
McCamey,1.45,,tx_mccamey,texas,city
Mineola,1.46,,tx_mineola,texas,city
New Boston,1.48,0.21,tx_newboston,texas,city
Odessa,1.45,,tx_odessnth tx_odessth,texas,city
Orla,1.45,,tx_orla,texas,city
Palacios,1.46,,tx_palacios,texas,city
Paris,1.48,0.21,tx_paris,texas,city
Pecos,1.45,,tx_pecos,texas,city
Plainview,1.46,,tx_plainview,texas,city
Port Lavaca,1.46,,tx_portlavac,texas,city
Powell,1.46,,tx_powell,texas,city
Riviera,1.46,,tx_riviera,texas,city
Roma,1.46,,tx_roma,texas,city
San Angelo,1.45,,tx_sanangelo,texas,city
San Antonio,1.45,,tx_sananti10,texas,city
Sanderson,1.45,,tx_sanderson,texas,city
Schulenburg,1.46,,tx_schulenbe,texas,city
Seminole,1.46,,tx_seminole,texas,city
Seymour,1.46,,tx_seymour,texas,city
Shamrock,1.47,,tx_shamrock,texas,city
Sherman,1.50,0.92,tx_sherman,texas,city
Sonora,1.45,,tx_sonora,texas,city
Stephenville,1.46,,tx_stephenvi,texas,city
Saint Jo,1.46,,tx_stjo,texas,city
Sutherland Springs,1.46,,tx_sutherlan,texas,city
Tenaha,1.46,,tx_tenaha,texas,city
Texarkana,1.48,0.21,artx_texarka,texas,city
Texhoma,1.48,0.21,oktx_texhoma,texas,city
Tyler,1.46,,tx_tyler,texas,city
Uvalde,1.45,,tx_uvalde,texas,city
Valentine,1.45,,tx_valentine,texas,city
Van Horn,1.45,,tx_vanhorn,texas,city
Victoria,1.46,,tx_victoria,texas,city
Waco,1.46,,tx_waco,texas,city
West,1.46,,tx_west,texas,city
Wichita Falls,1.46,,tx_wichitafa,texas,city
Winnie,1.46,,tx_winnie,texas,city
Woodville,1.46,,tx_woodville,texas,city

I-40,1.44,,nmtx_sli40,texas,border
I-44,1.48,0.21,ok_tx_i44_sl,texas,border
US-54,1.46,,nmtxsl54,texas,border
US-62,1.45,,nmtxus62sl,texas,border
US-83,1.47,,oktxsl83,texas,border
US-259,1.48,0.21,ok_tx_259_sl,texas,border
US-271,1.48,0.21,oktxsl271,texas,border
US-385,1.47,,oktxsl385,texas,border

I-10 @ I-20,1.45,,tx_i10i20e tx_i10xi20w tx_i20xi10,texas,junction
I-10 @ US-290,1.46,,tx_i10xus290,texas,junction
I-20 @ I-30,1.46,,tx_i20xi30,texas,junction
I-20 @ I-35e,1.46,,tx_i20xi35e,texas,junction
I-20 @ I-45,1.46,,tx_i20i45,texas,junction
I-30 @ US-259,1.48,0.21,tx_i30xus259,texas,junction
US-69 @ US-82,1.48,0.21,tx_us69xus82,texas,junction
US-77 @ SH 7,1.46,,tx_us77xtx7,texas,junction
US-83 @ SH 41,1.45,,tx_us83xtx41,texas,junction

# UTAH ----------------------------------------------------------------------------------------
Bluff,1.43,,ut_bluff,utah,city
Cedar City,1.43,,ut_cedarcity,utah,city
Delta,1.43,,ut_delta,utah,city
Duchense,1.43,,ut_duchense,utah,city
Flaming Gorge,1.43,,ut_flaminggo,utah,city
Fort Duchesne,1.43,,ut_ftduchesn,utah,city
Garden City,1.43,,ut_gardencit,utah,city
Heber City,1.43,,ut_hebercity,utah,city
Holden,1.43,,ut_holden,utah,city
Hurricane,1.43,,ut_hurricane,utah,city
Kanab,1.43,,ut_kanab,utah,city
Knolls,1.43,,ut_knolls,utah,city
Laketown,1.43,,ut_laketown,utah,city
Logan,1.43,,ut_logan,utah,city
Mexican Hat,1.43,,ut_mexicanha,utah,city
Moab,1.43,,ut_moab,utah,city
Modena,1.43,,ut_modena,utah,city
Monticello,1.43,,ut_monticell,utah,city
Monument Valley,1.43,,ut_monumentv,utah,city
Ogden,1.43,,ut_ogden,utah,city
Panguitch,1.43,,ut_panguitch,utah,city
Park City,1.43,,ut_parkcity,utah,city
Price,1.43,,ut_price,utah,city
Provo,1.43,,ut_provo,utah,city
Richfield,1.43,,ut_richfield,utah,city
Salina,1.43,,ut_salina,utah,city
Scipio,1.43,,ut_scipio,utah,city
Salt Lake City,1.43,,ut_slc ut_slc2,utah,city
Spanish Fork,1.43,,ut_spanishfo,utah,city
St. George,1.43,,ut_stgeorge,utah,city
Tremonton,1.43,,ut_tremonton,utah,city
Vernal,1.43,,ut_vernal,utah,city

Four Corners,1.43,,azconmut4c,utah,border
I-15,1.43,,az_ut_i15_sl,utah,border
I-70,1.43,,co_ut_sl_i70,utah,border
US-6,1.43,,nv_ut_sl6,utah,border
US-163,1.57,0.46,azut_sl163,utah,border

I-15 @ I-70,1.43,,ut_i15xi70,utah,junction
I-15 @ I-80,1.43,,ut_i15xi80n ut_i25i80s,utah,junction
I-15 @ I-84,1.43,,ut_i15xi84s,utah,junction
I-15 @ SR-26,1.44,,ut_i15ut26,utah,junction
I-70 @ US-6,1.43,,ut_i70xus6,utah,junction
I-70 @ US-191,1.43,,ut_i70xus191,utah,junction
I-80 @ I-84,1.43,,ut_i80xi84,utah,junction
I-80 @ US-40,1.43,,ut_i80xus40,utah,junction

# WASHINGTON ----------------------------------------------------------------------------------------
Aberdeen,1.43,,wa_aberdeen,washington,city
Bellingham,1.43,,wa_bellingha,washington,city
Burlington,1.43,,wa_burlingto,washington,city
Clarkston,1.43,,wa_clarkston,washington,city
Colville,1.43,,wa_colville,washington,city
Coulee City,1.43,,wa_couleecit,washington,city
Coupeville,1.43,,wa_coupevill,washington,city
Coupeville Ferry,1.43,,wa_coupferry,washington,city
Dayton,1.43,,wa_dayton,washington,city
Deception Pass,1.43,,wa_deception,washington,city
Diablo,1.43,,wa_diablo,washington,city
Discovery Bay,1.43,,wa_discobay,washington,city
Ellensburg,1.43,,wa_ellensbur,washington,city
Everett,1.43,,wa_everett,washington,city
Forks,1.43,,wa_forks,washington,city
Goldendale,1.43,,wa_goldendal,washington,city
Grand Coulee Dam,1.43,,wa_grandcoul,washington,city
Hoquiam,1.43,,wa_hoquiam,washington,city
Kalaloch,1.43,,wa_kalaloch,washington,city
Kennewick,1.43,,wa_kennewick,washington,city
Longview,1.43,,wa_longview,washington,city
Moses Lake,1.43,,wa_moseslake,washington,city
Naches,1.43,,wa_naches,washington,city
Newhalem,1.43,,wa_newhalem,washington,city
Okanogan,1.43,,wa_okanogan,washington,city
Olympia,1.43,,wa_olympia,washington,city
Omak,1.43,,wa_omak,washington,city
Orondo,1.43,,wa_orondo,washington,city
Port Townsend,1.43,,wa_porttowns,washington,city
Potlatch,1.43,,wa_potlatch,washington,city
Port Angeles,1.43,,wa_ptangeles,washington,city
Ritzville,1.43,,wa_ritzville wa_ritzvill2,washington,city
Seattle,1.43,,wa_seattle,washington,city
Snoqualmie Pass,1.43,,wa_snoquales wa_snoqualwe,washington,city
Spokane,1.43,,wa_spokane,washington,city
Stevens Pass,1.43,,wa_stevenspa,washington,city
Tacoma,1.43,,wa_tacoma,washington,city
Tonasket,1.43,,wa_tonasket,washington,city
Union Gap,1.43,,wa_uniongap,washington,city
Vancouver,1.43,,wa_vancouver,washington,city
Waitsburg,1.43,,wa_waitsburg,washington,city
Wallula Junction,1.43,,wa_wallula,washington,city
Wenatchee,1.43,,wa_wenatchee,washington,city
White Pass,1.43,,wa_whitepass,washington,city
Yakima,1.43,,wa_yakima,washington,city

I-5 @ US-12,1.43,,wa_i5xus12,washington,junction
I-90 @ US-395,1.43,,wa_i90eus395 wa_i90wus395,washington,junction
US-2 @ US-97,1.43,,wa_us2xus97,washington,junction
US-12 @ SR 127,1.43,,wa_us12wa127,washington,junction
US-97 @ SR 14,1.43,,wa_us97wa14e wa_us97wa14w,washington,junction
US-101 @ SR 8,1.43,,wa_us101xwa8,washington,junction
US-395 @ SR 20,1.43,,wa_us395wa20,washington,junction

# WYOMING ----------------------------------------------------------------------------------------
Alpine,1.43,,wy_alpine,wyoming,city
Alpine Junction,1.43,,wy_alpinejct,wyoming,city
Baggs,1.43,,wy_baggs,wyoming,city
Bill,1.43,,wy_bill,wyoming,city
Buffalo,1.43,,wy_buffalo,wyoming,city
Casper,1.43,,wy_casper,wyoming,city
Cheyenne,1.43,,wy_cheyenne,wyoming,city
Cody,1.45,,wy_cody,wyoming,city
Creston Junction,1.43,,wy_crestonjc,wyoming,city
Daniel Junction,1.43,,wy_danieljct,wyoming,city
Douglas,1.43,,wy_douglas,wyoming,city
Evanston,1.43,,wy_evanst,wyoming,city
Farson,1.43,,wy_farson,wyoming,city
Frannie,1.44,,wy_frannie,wyoming,city
Gillette,1.43,,wy_gillette,wyoming,city
Greybull,1.43,,wy_greybull,wyoming,city
Hiland,1.43,,wy_hiland,wyoming,city
Hoback Junction,1.43,,wy_hoback,wyoming,city
Jackson,1.43,,wy_jackson,wyoming,city
Kaycee,1.43,,wy_kaycee,wyoming,city
Kemmerer,1.43,,wy_kemmerer,wyoming,city
Lake Junction,1.45,,wy_lakejct,wyoming,city
Lander,1.43,,wy_lander,wyoming,city
Laramie,1.43,,wy_laramie,wyoming,city
Little America,1.43,,wy_litmerica,wyoming,city
Lovell,1.44,,wy_lovell,wyoming,city
Lusk,1.50,0.96,wy_lus,wyoming,city
Medicine Bow,1.43,,wy_medicine,wyoming,city
Moorcroft,1.44,,wy_moorcroft,wyoming,city
Moran Junction,1.43,,wy_moranjct,wyoming,city
Muddy Gap Junction,1.43,,wy_muddygap,wyoming,city
Orin,1.50,0.98,wy_orin,wyoming,city
Powder River,1.43,,wy_powderriv,wyoming,city
Rawlins,1.43,,wy_rawlins,wyoming,city
Reliance,1.43,,wy_reliance,wyoming,city
Riverton,1.43,,wy_riverton,wyoming,city
Rock River,1.43,,wy_rockriver,wyoming,city
Rock Springs,1.43,,wy_rocksp,wyoming,city
Sheridan,1.43,,wy_sheridan,wyoming,city
Shoshoni,1.43,,wy_shoshoni,wyoming,city
Teton,1.43,,wy_tetonsth,wyoming,city
Thermopolis,1.43,,wy_thermo,wyoming,city
Wheatland,1.43,,wy_wheatland,wyoming,city
Wright,1.43,,wy_wright,wyoming,city
Yellowstone,1.43,,wy_yellowsth wy_yellowu14,wyoming,city

I-25,1.47,,cowysli25,wyoming,border
I-80,1.50,0.78,ne_wy_i80_sl,wyoming,border
US-20,1.50,0.78,newy_us20_sl,wyoming,border
US-26,1.50,0.78,newyus26sl,wyoming,border
US-26,1.43,,id_wy_sl_26,wyoming,border
US-212,1.59,0.317,sdmt_sl212,wyoming,border
CO-13 @ WY-789,1.43,,cowysl789,wyoming,border
MT-59 @ WY-59,1.44,,mtwy_sl59,wyoming,border

I-25 @ I-80,1.43,,wy_i25xi80,wyoming,junction
I-25 @ US-26,1.50,0.92,wy_i25x26,wyoming,junction
I-90 @ US-14,1.43,,wy_i90xus14,wyoming,junction
US-14 @ US-14A,1.43,,wy_us14xalt,wyoming,junction
US-14 @ US-310,1.45,,wy_us14us310,wyoming,junction
US-18 @ US-85,1.60,0.71,wy_us18xus85,wyoming,junction
US-26 @ US-287,1.43,,wy_us26x287,wyoming,junction
WYO 220 @ WYO 487,1.43,,wy_220x487,wyoming,junction

# ALBANIA ----------------------------------------------------------------------------------------
Durrës,1.47,,al_durres,albania,city
Elbasan,1.48,5.00,al_elbasan,albania,city
Fier,1.47,,al_fier,albania,city
Tirana,1.47,,al_tirana,albania,city
Vlorë,1.47,,al_vlore,albania,city

# AUSTRIA ----------------------------------------------------------------------------------------
Amstetten,1.44,,at_amstetten,austria,city
Bregenz,1.43,,at_bregenz,austria,city
Brenner,1.43,,at_brenner,austria,city
Freistadt,1.44,,at_freistadt,austria,city
Graz,1.43,,at_graz,austria,city
Innsbruck,1.43,,at_innsbruck,austria,city
Klagenfurt,1.43,,at_klagenf,austria,city
Langen,1.43,,at_langen,austria,city
Leoben,1.43,,at_leoben,austria,city
Linz,1.43,,at_linz,austria,city
Salzburg,1.43,,at_salzburg,austria,city
St. Anton,1.43,,at_stanton,austria,city
St. Michael,1.44,,at_stmichael,austria,city
Vienna,1.43,,at_wien,austria,city
Villach,1.43,,at_villach,austria,city
Wiener Neustadt,1.44,,at_wneustadt,austria,city

# BELGIUM ----------------------------------------------------------------------------------------
Aalst,1.58,0.314,be_aalst,belgium,city
Antwerp,1.44,,be_antwerpen,belgium,city
Arlon,1.57,0.47,be_arlon,belgium,city
Bruges,1.57,0.47,be_brugge,belgium,city
Brussels,1.43,,be_brussel,belgium,city
Charleroi,1.58,0.314,be_charleroi,belgium,city
Ghent,1.57,0.47,be_gent,belgium,city
Kortrijk,1.57,0.47,be_kortrijk,belgium,city
Leuven,1.58,0.314,be_leuven,belgium,city
Liège,1.43,,be_liege,belgium,city
Mechelen,1.58,0.314,be_mechelen,belgium,city
Mons,1.57,0.47,be_mons,belgium,city
Namur,1.57,0.47,be_namur,belgium,city
Ostend,1.57,0.47,be_oostende,belgium,city
Turnhout,1.58,0.314,be_turnhout,belgium,city
Verviers,1.58,0.314,be_verviers,belgium,city

# BOSNIA & HERZEGOVINA ----------------------------------------------------------------------------------------
Banja Luka,1.47,,ba_banjaluka,bosnia,city
Bihać,1.47,,ba_bihac,bosnia,city
Doboj,1.48,0.24,ba_doboj,bosnia,city
Jajce,1.48,5.00,ba_jajce,bosnia,city
Mostar,1.47,,ba_mostar,bosnia,city
Sarajevo,1.47,,ba_sarajevo,bosnia,city
Tuzla,1.47,,ba_tuzla,bosnia,city
Zenica,1.47,,ba_zenica,bosnia,city

# BULGARIA ----------------------------------------------------------------------------------------
Burgas,1.43,,bg_burgas,bulgaria,city
Karlovo,1.43,,bg_karlovo,bulgaria,city
Kozloduy,1.43,,bg_kozloduy,bulgaria,city
Montana,1.43,,bg_montana,bulgaria,city
Pernik,1.43,,bg_pernik,bulgaria,city
Pirdop,1.43,,bg_pirdop,bulgaria,city
Pleven,1.43,,bg_pleven,bulgaria,city
Plovdiv,1.43,,bg_plovdiv,bulgaria,city
Ruse,1.43,,bg_ruse,bulgaria,city
Sofia,1.43,,bg_sofia,bulgaria,city
Varna,1.43,,bg_varna,bulgaria,city
Veliko Tarnovo,1.43,,bg_velitar,bulgaria,city
Vidin,1.43,,bg_vidin,bulgaria,city

# CROATIA ----------------------------------------------------------------------------------------
Bajakovo,1.48,5.00,hr_bajakovo,croatia,city
Dubrovnik,1.49,,dubrovnik,croatia,city
Goričan,1.49,,gorican,croatia,city
Okučani,1.49,,okucani,croatia,city
Osijek,1.47,,hr_osijek,croatia,city
Plitvička Jezera,1.48,5.00,hr_plitvice,croatia,city
Rijeka,1.47,,hr_rijeka,croatia,city
Senj,1.49,,senj,croatia,city
Split,1.47,,hr_split,croatia,city
Zadar,1.47,,hr_zadar,croatia,city
Zagreb,1.47,,hr_zagreb z_istok,croatia,city

# CZECHIA ----------------------------------------------------------------------------------------
Brno,1.43,,cz_brno,czechia,city
České Budějovice,1.44,,cz_cbudejovi,czechia,city
Hradec Králové,1.44,,cz_hrkralove,czechia,city
Jihlava,1.44,,cz_jihlava,czechia,city
Mladá Boleslav,1.44,,cz_mlboleslv,czechia,city
Olomouc,1.44,,cz_olomouc,czechia,city
Ostrava,1.43,,cz_ostrava,czechia,city
Plzeň,1.44,,cz_plzen,czechia,city
Prague,1.43,,cz_praha,czechia,city
Rozvadov,1.44,,cz_rozvadov,czechia,city
Svitavy,1.44,,cz_svitavy,czechia,city

# DENMARK ----------------------------------------------------------------------------------------
Aalborg,1.43,,dk_aalborg,denmark,city
Aarhus,1.44,,dk_aarhus,denmark,city
Copenhagen,1.43,,dk_kobenhavn,denmark,city
Esbjerg,1.43,,dk_esbjerg,denmark,city
Eskilstrup,1.44,,dk_eskilstrp,denmark,city
Frederikshavn,1.43,,dk_frederiks,denmark,city
Gedser,1.43,,dk_gedser,denmark,city
Halsskov,1.57,0.47,dk_halsskov,denmark,city
Hirtshals,1.43,,dk_hirtshals,denmark,city
Kolding,1.43,,dk_kolding,denmark,city
Køge,1.44,,dk_koge,denmark,city
Odense,1.43,,dk_odense,denmark,city
Randers,1.44,,dk_randers,denmark,city
Rødby,1.43,,dk_rodby,denmark,city
Svenstrup,1.44,,dk_svenstrup,denmark,city
Vendsyssel,1.44,,dk_vendsyssl,denmark,city

# ESTONIA ----------------------------------------------------------------------------------------
Kunda,1.43,,ee_kunda,estonia,city
Narva,1.43,,ee_narva,estonia,city
Paldiski,1.43,,ee_paldiski,estonia,city
Pärnu,1.43,,ee_parnu,estonia,city
Tallinn,1.43,,ee_tallinn,estonia,city
Tartu,1.43,,ee_tartu,estonia,city
Valga,1.43,,ee_valga,estonia,city

# FINLAND ----------------------------------------------------------------------------------------
Helsinki,1.43,,fi_helsinki,finland,city
Ivalo,1.56,0.57,fi_ivalo,finland,city
Joensuu,1.56,0.57,fi_joensuu,finland,city
Jyväskylä,1.56,0.57,fi_jyvaskyla,finland,city
Kaaresuvanto,1.56,0.57,fi_kaaresuva,finland,city
Kajaani,1.56,0.57,fi_kajaani,finland,city
Kilpisjärvi,1.56,0.57,fi_kilpisjar,finland,city
Kokkola,1.56,0.57,fi_kokkola,finland,city
Kolari,1.56,0.57,fi_kolari,finland,city
Kotka,1.43,,fi_kotka,finland,city
Kouvola,1.43,,fi_kouvola,finland,city
Kuopio,1.56,0.57,fi_kuopio,finland,city
Kuusamo,1.56,0.57,fi_kuusamo,finland,city
Lahti,1.43,,fi_lahti,finland,city
Lappeenranta,1.56,0.57,fi_lappeenra,finland,city
Loviisa,1.43,,fi_loviisa,finland,city
Mikkeli,1.56,0.57,fi_mikkeli,finland,city
Naantali,1.43,,fi_naantali,finland,city
Olkiluoto,1.43,,fi_olkiluoto,finland,city
Oulu,1.56,0.57,fi_oulu,finland,city
Pello,1.56,0.57,fi_pello,finland,city
Pori,1.43,,fi_pori,finland,city
Rovaniemi,1.56,0.57,fi_rovaniemi,finland,city
Sodankylä,1.56,0.57,fi_sodankyla,finland,city
Tampere,1.43,,fi_tampere,finland,city
Tornio,1.56,0.57,fi_tornio,finland,city
Turku,1.43,,fi_turku,finland,city
Vaasa,1.56,0.57,fi_vaasa,finland,city
Viitasaari,1.56,0.57,fi_viitasaar,finland,city

# FRANCE ----------------------------------------------------------------------------------------
Ajaccio,1.43,,fr_ajaccio,france,city
Amiens,1.43,,fr_amiens,france,city
Angers,1.43,,fr_angers,france,city
Auxerre,1.44,,fr_auxerre,france,city
Avignon,1.44,,fr_avignon,france,city
Bastia,1.43,,fr_bastia,france,city
Bayonne,1.43,,fr_bayonne,france,city
Bonifacio,1.43,,fr_bonifacio,france,city
Bordeaux,1.43,,fr_bordeaux,france,city
Bourges,1.43,,fr_bourges,france,city
Brest,1.43,,fr_brest,france,city
Caen,1.44,,fr_caen,france,city
Calais,1.43,,fr_calais,france,city
Calvi,1.43,,fr_calvi,france,city
Chambéry,1.44,,fr_chambery,france,city
Chamonix,1.47,,fr_chamonix,france,city
Châteauroux,1.44,,fr_chateaurx,france,city
Civaux,1.43,,fr_civaux,france,city
Clermont-Ferrand,1.43,,fr_clermont,france,city
Dijon,1.43,,fr_dijon,france,city
Dunkirk,1.58,0.314,fr_dunkerque,france,city
Gap,1.43,,fr_gap,france,city
Golfech,1.43,,fr_golfech,france,city
Lacq,1.43,,fr_lacq,france,city
La Rochelle,1.43,,fr_larochell,france,city
Le Havre,1.43,,fr_lehavre,france,city
Le Mans,1.43,,fr_lemans,france,city
L'Île-Rousse,1.43,,fr_lilerous,france,city
Lille,1.43,,fr_lille,france,city
Limoges,1.43,,fr_limoges,france,city
Lyon,1.43,,fr_lyon,france,city
Marseille,1.43,,fr_marseille,france,city
Metz,1.43,,fr_metz,france,city
Montpellier,1.43,,fr_montpelli,france,city
Nancy,1.44,,fr_nancy,france,city
Nantes,1.43,,fr_nantes,france,city
Narbonne,1.43,,fr_narbonne,france,city
Nice,1.43,,fr_nice,france,city
Niort,1.43,,fr_niort,france,city
Orléans,1.43,,fr_orleans,france,city
Paluel,1.43,,fr_paluel,france,city
Paris,1.43,,fr_paris,france,city
Pau,1.43,,fr_pau,france,city
Poitiers,1.43,,fr_poitiers,france,city
Porto-Vecchio,1.43,,fr_portovecc,france,city
Reims,1.43,,fr_reims,france,city
Rennes,1.43,,fr_rennes,france,city
Roscoff,1.43,,fr_roscoff,france,city
Rouen,1.44,,fr_rouen,france,city
Saint-Alban-du-Rhône,1.43,,fr_alban,france,city
Saint-Laurent,1.43,,fr_laurent,france,city
Saint-Quentin,1.43,,fr_stquentin,france,city
